Mozilla/5.0 (Linux; Android 10; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/104.0.3501.80 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.5314.34 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/72.0.5282.89 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/102.0.4248.44 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/104.0.3611.72 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.3476.94 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5534.75 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.5894.48 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.3429.81 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.4447.43 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.4837.95 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3082.75 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.4863.82 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.4502.99 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3637.90 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.3157.59 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.5505.82 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3954.95 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4734.87 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5628.50 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.3505.28 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.4807.40 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/98.0.5226.71 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/56.0.4797.62 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.5738.37 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.3883.43 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.5415.91 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.4699.51 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.3467.62 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.3252.91 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5126.47 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.3522.62 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.3406.64 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.4128.76 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.3076.69 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/41.0.4895.37 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.5325.39 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.4508.96 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.3850.59 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.3572.87 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4246.39 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4423.20 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.4111.90 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5177.39 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.5712.73 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.4300.48 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3807.78 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.3086.27 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5032.99 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.3729.21 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.4971.66 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4231.28 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5783.84 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.5229.67 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.4545.93 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3813.57 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.5872.26 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.5678.25 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.5908.97 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.3947.66 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3902.25 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.4702.99 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5746.37 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.3006.68 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.3490.65 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.5524.28 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.3174.92 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.4053.61 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.4900.91 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.3117.87 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.4319.20 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.4774.78 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3505.23 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.5444.97 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/102.0.5245.65 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.3797.45 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3030.55 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.5855.24 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4560.98 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.4935.62 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.3282.36 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/41.0.4562.76 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.5943.94 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.3619.48 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.5069.49 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/74.0.3450.32 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/56.0.4310.60 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4767.93 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.3578.75 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.3139.37 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/104.0.5257.47 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.4617.72 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.5781.97 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.5043.91 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.5321.94 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.5604.26 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/102.0.5366.74 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3199.66 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.5761.60 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.3392.87 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.4668.23 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.5115.31 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.5731.68 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.3395.60 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.4934.69 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.5291.25 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 14; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.5066.30 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.3807.81 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3110.67 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320H Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.4628.60 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.5029.46 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.5755.99 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.4006.61 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.3392.61 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/56.0.3987.26 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5693.31 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5969.25 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.5511.37 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.5153.98 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.5198.40 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3516.72 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 11; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.3074.46 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/41.0.3806.42 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.4118.65 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3135.33 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-N986U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.5924.69 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.4262.26 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4328.22 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.5107.23 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/74.0.5221.27 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320Y Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.3065.79 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.3600.97 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/82.0.4571.71 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 9; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.5876.35 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3994.88 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 15; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.5703.22 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; SM-J320P Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3616.46 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 13; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3080.47 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 8; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3355.89 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 10; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.4062.40 Mobile Safari/537.36
Mozilla/5.0 (Linux; Android 12; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.5308.95 Mobile Safari/537.36
